GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag,SaleDate,SalePrice
1065,3,1.5,47,2.0,1065.0,5,8892,6,0,461.0,0.0,1065.0,1065,1974.0,74,0,66.0,5,IR1,0,20,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,126500.0
1480,4,2.0,56,1.0,1080.0,5,11100,7,400,253.0,1080.0,0.0,1080,1951.0,0,0,0.0,6,Reg,0,50,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,198599.420028908
1851,3,2.5,43,2.0,822.0,6,9760,7,831,440.0,536.0,169.0,1020,1964.0,239,42,340.0,8,Reg,0,60,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,187000.0
1800,6,2.0,46,0.0,1800.0,5,8000,10,0,0.0,0.0,1800.0,1800,1979.0,0,0,0.0,4,Reg,0,90,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,Duplex,0,2007-07-01,141000.0
4476,4,4.5,11,3.0,2396.0,10,15623,10,2065,813.0,2096.0,300.0,2411,1996.0,171,78,0.0,5,IR1,0,60,160.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,745000.0
970,2,2.0,44,2.0,970.0,5,8480,5,0,624.0,630.0,340.0,970,1996.0,0,24,0.0,6,Reg,192,20,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,132500.0
1928,4,2.5,4,2.0,847.0,7,8200,8,1081,434.0,0.0,847.0,847,2003.0,100,48,0.0,5,Reg,0,60,65.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,219500.0
1270,2,2.0,2,2.0,1270.0,7,7242,6,0,524.0,0.0,1270.0,1270,2005.0,0,96,0.0,5,Reg,0,20,64.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,164454.967963631
1721,3,3.0,13,2.0,928.0,6,8462,7,785,471.0,814.0,114.0,936,1994.0,300,87,105.0,5,IR1,0,60,70.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,201000.0
2422,4,3.0,53,2.0,1288.0,6,12671,6,0,527.0,353.0,935.0,2422,1954.0,0,63,300.0,7,IR1,144,20,102.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,201691.208274848
1034,2,1.0,67,1.0,735.0,5,10134,5,299,240.0,0.0,735.0,735,1940.0,0,39,0.0,6,Reg,0,50,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,109000.0
882,3,1.0,48,1.0,0.0,5,8339,5,0,294.0,0.0,0.0,882,1959.0,0,0,0.0,7,IR1,0,20,68.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,106500.0
912,2,1.0,49,1.0,912.0,5,10150,5,0,275.0,456.0,456.0,912,1958.0,0,0,1.0,5,Reg,0,20,70.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,114500.0
1032,3,2.5,29,2.0,1032.0,6,10395,6,0,564.0,605.0,427.0,1032,1978.0,0,0,233.0,6,IR1,0,80,68.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,148000.0
925,3,1.0,46,1.0,0.0,5,7000,7,0,300.0,0.0,0.0,925,1961.0,0,0,0.0,6,Reg,0,20,70.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,177254.582741058
1472,3,1.0,82,1.0,702.0,5,9600,6,630,250.0,0.0,702.0,842,1925.0,0,0,0.0,8,Reg,0,50,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,125000.0
1588,3,3.0,0,2.0,725.0,5,10411,8,863,561.0,0.0,725.0,725,2007.0,0,0,0.0,5,Reg,0,60,81.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,183967.561548763
1548,3,3.5,31,2.0,804.0,6,2308,7,744,440.0,556.0,248.0,804,1976.0,48,0,0.0,6,Reg,0,160,24.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,TwnhsE,0,2007-07-01,155000.0
1337,2,2.0,6,2.0,1337.0,6,4113,5,0,511.0,0.0,1337.0,1337,2001.0,136,68,0.0,5,IR1,0,120,33.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,TwnhsE,0,2007-07-01,158296.975970284
2000,3,3.0,3,3.0,2000.0,8,10386,8,0,888.0,1464.0,536.0,2000,2004.0,168,0,246.0,5,Reg,0,20,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,305900.0
1038,2,2.0,23,1.0,1038.0,5,3869,5,0,264.0,283.0,0.0,1038,1984.0,0,105,149.0,6,Reg,0,120,39.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,TwnhsE,0,2007-07-01,157816.77461318
1594,2,2.0,14,2.0,1594.0,7,9547,6,0,472.0,0.0,1594.0,1594,1993.0,190,80,112.0,6,Reg,0,20,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,168991.29635758
1484,3,2.5,2,2.0,783.0,6,10237,8,701,393.0,0.0,783.0,783,2005.0,0,72,0.0,5,Reg,0,60,65.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,178900.0
2167,3,3.5,33,2.0,1192.0,7,17542,9,651,518.0,125.0,36.0,1516,1974.0,220,47,0.0,7,IR1,0,60,68.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,294000.0
1053,3,2.0,44,2.0,1053.0,5,8250,6,0,692.0,288.0,765.0,1053,1994.0,240,0,0.0,7,Reg,109,20,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0,2007-07-01,179714.630677039
2154,5,2.5,43,2.0,845.0,6,8800,8,1309,539.0,414.0,431.0,845,1964.0,0,0,306.0,7,Reg,161,60,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,207348.811884535
1195,4,2.0,61,0.0,1195.0,5,8741,8,0,0.0,0.0,1195.0,1195,1979.0,118,0,0.0,6,Reg,0,90,52.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,Duplex,1,2007-07-01,193956.817564124
1824,3,1.0,88,2.0,764.0,6,13515,8,764,520.0,0.0,764.0,1060,1940.0,0,0,0.0,6,Reg,0,70,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,180500.0
670,2,2.0,62,0.0,370.0,3,3500,4,228,0.0,144.0,226.0,442,1979.0,0,21,0.0,5,Reg,0,50,51.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1,2007-07-01,157090.568462479
