GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag,SaleDate,SalePrice
936,2,1.0,56,2.0,936.0,4,6000,4,0,576.0,0.0,936.0,936,1974.0,0,32,0.0,4,Reg,0,20,60.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,2fmCon,0,2009-02-01,93000.0
1403,3,2.5,94,1.0,698.0,6,10320,7,649,308.0,276.0,160.0,754,1915.0,0,0,0.0,7,Reg,0,190,60.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,2fmCon,1,2009-02-01,176468.653371492
2492,2,3.5,5,3.0,2492.0,10,14836,8,0,949.0,2146.0,346.0,2492,2004.0,226,235,730.0,5,IR1,0,20,100.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1,2009-02-01,172080.434496773
2237,3,2.5,29,2.0,712.0,6,9839,7,862,440.0,462.0,250.0,1375,1980.0,305,24,0.0,8,IR1,0,60,68.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1,2009-02-01,175522.026925727
1073,2,2.0,53,1.0,1073.0,5,9571,5,0,340.0,257.0,816.0,1073,1956.0,0,0,0.0,5,Reg,0,20,68.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,161718.71259042
1049,2,3.0,25,1.0,1049.0,5,4235,5,0,266.0,552.0,104.0,1049,1984.0,0,105,149.0,5,Reg,0,120,42.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,TwnhsE,0,2009-02-01,151217.259961305
1505,2,2.0,56,2.0,1505.0,6,12160,6,0,505.0,1024.0,481.0,1505,1953.0,0,0,90.0,4,Reg,0,20,128.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,149500.0
1302,3,2.5,37,1.0,630.0,5,1680,6,672,264.0,231.0,399.0,630,1972.0,185,0,268.0,7,Reg,0,160,21.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,Twnhs,0,2009-02-01,119500.0
1531,2,3.0,3,3.0,1504.0,9,10872,6,0,700.0,1037.0,467.0,1531,2006.0,184,52,122.0,5,IR1,0,20,77.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,164279.13048219
1450,2,2.0,1,3.0,1450.0,7,7328,6,0,788.0,0.0,1450.0,1450,2008.0,0,93,140.0,5,Reg,0,20,61.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1,2009-02-01,157304.402574096
2034,3,3.5,12,2.0,1057.0,7,9375,8,977,645.0,739.0,318.0,1057,1998.0,576,36,573.0,5,Reg,0,60,68.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1,2009-02-01,219500.0
960,2,2.0,54,1.0,960.0,5,9768,5,0,330.0,100.0,613.0,960,1955.0,0,70,0.0,5,Reg,0,20,68.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,162106.416145131
1313,3,2.5,48,2.0,1313.0,5,9350,6,0,610.0,310.0,491.0,1313,1961.0,172,28,217.0,6,Reg,121,20,85.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1,2009-02-01,174559.656173171
1062,3,2.0,55,1.0,1062.0,6,8128,6,0,297.0,490.0,572.0,1062,1954.0,0,0,80.0,7,IR1,0,20,53.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,172154.713310956
1442,2,2.0,39,2.0,1442.0,6,11717,6,0,615.0,0.0,1442.0,1442,1970.0,371,0,571.0,6,IR1,0,20,68.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,185000.0
1971,3,2.5,4,2.0,1113.0,7,9675,8,858,689.0,341.0,772.0,1113,2005.0,0,48,0.0,5,Reg,0,60,75.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,0,2009-02-01,253000.0
1567,2,2.5,69,2.0,840.0,5,13680,6,727,440.0,728.0,112.0,840,1961.0,0,21,0.0,6,Reg,0,50,60.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1,2009-02-01,169805.382165577
1332,2,2.0,19,2.0,1332.0,6,7175,5,0,542.0,0.0,1332.0,1332,1990.0,0,60,0.0,5,Reg,0,120,50.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,TwnhsE,1,2009-02-01,157003.292706732
864,2,1.0,38,2.0,864.0,4,10500,4,0,576.0,524.0,160.0,864,1989.0,216,0,0.0,6,Reg,0,20,70.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,97000.0
1031,2,2.0,57,1.0,1031.0,5,7626,5,0,230.0,931.0,100.0,1031,1952.0,0,0,0.0,8,Reg,0,20,60.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,158995.770555632
1144,3,2.0,48,1.0,864.0,5,10000,6,0,264.0,594.0,270.0,1144,1961.0,165,0,0.0,6,Reg,0,20,80.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,131400.0
1653,3,3.5,6,2.0,812.0,7,8127,6,841,628.0,410.0,402.0,812,2003.0,0,45,0.0,5,IR1,0,60,65.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,173257.637826205
1836,3,3.0,5,3.0,1836.0,8,11362,7,0,862.0,1039.0,797.0,1836,2004.0,125,185,42.0,5,IR1,0,20,107.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,280000.0
1112,4,3.0,75,1.0,585.0,5,9780,6,425,226.0,0.0,585.0,687,1934.0,0,0,0.0,3,Reg,0,50,60.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,189786.685274579
1138,3,1.5,49,2.0,1138.0,6,15312,6,0,480.0,588.0,550.0,1138,1960.0,0,0,54.0,5,Reg,140,80,88.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,187397.993362224
1306,1,3.0,4,2.0,1306.0,6,5122,5,0,624.0,881.0,425.0,1306,2005.0,170,63,135.0,5,IR1,0,120,34.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,Twnhs,0,2009-03-01,140791.922472443
1412,3,3.0,21,2.0,1392.0,6,11457,6,0,576.0,1005.0,387.0,1412,1988.0,0,0,0.0,5,IR1,0,20,130.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,175000.0
1200,3,6.0,22,0.0,1200.0,5,10800,5,0,0.0,1200.0,0.0,1200,1979.0,120,0,0.0,5,Reg,0,90,60.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,Duplex,1,2009-03-01,178518.204332507
904,1,1.5,87,0.0,683.0,1,10020,4,0,0.0,350.0,333.0,904,1979.0,0,0,0.0,1,IR1,0,30,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,61000.0
1430,3,2.5,10,2.0,384.0,7,7750,7,656,400.0,0.0,384.0,774,1999.0,0,0,0.0,5,Reg,0,80,62.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,172515.687368714
1256,1,2.5,1,2.0,1145.0,6,4217,5,0,641.0,962.0,183.0,1256,2008.0,0,169,252.0,5,IR1,0,120,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,TwnhsE,0,2009-03-01,139010.847766793
1041,3,1.0,51,1.0,1041.0,5,7350,6,0,294.0,0.0,1041.0,1041,1958.0,0,0,0.0,6,Reg,0,20,71.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,171728.4720292
995,2,1.0,84,1.0,960.0,5,6120,5,0,264.0,0.0,960.0,995,1926.0,0,15,0.0,6,Reg,0,30,51.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,156031.904802362
1604,3,3.5,3,2.0,1604.0,7,8814,8,0,660.0,1334.0,270.0,1604,2006.0,123,110,180.0,5,Reg,0,20,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,220000.0
1838,2,3.0,3,3.0,1838.0,9,14601,8,0,765.0,1260.0,578.0,1838,2006.0,270,68,584.0,5,Reg,0,20,85.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,315000.0
1702,3,3.0,2,3.0,1702.0,8,10130,7,0,844.0,1294.0,408.0,1702,2007.0,0,69,260.0,5,Reg,0,20,85.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,177199.618638821
1486,3,2.0,45,2.0,1486.0,5,9937,7,0,480.0,637.0,849.0,1486,1968.0,0,0,0.0,7,Reg,0,20,75.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,167000.0
1808,3,3.0,1,3.0,1774.0,9,13514,7,0,850.0,1142.0,632.0,1808,2008.0,200,26,285.0,5,IR1,0,20,102.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,183859.460411109
1419,3,3.5,7,2.0,408.0,8,7750,7,640,527.0,353.0,55.0,779,2002.0,120,0,0.0,5,Reg,0,80,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,184100.0
1464,3,2.0,99,0.0,504.0,5,9900,7,700,0.0,0.0,504.0,764,1979.0,0,0,0.0,8,Reg,0,70,90.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,176746.969818601
1662,3,3.0,3,3.0,1652.0,7,10625,8,0,711.0,1430.0,222.0,1662,2006.0,168,120,0.0,5,Reg,0,20,85.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,178173.79762147
1404,3,2.0,40,2.0,1188.0,5,13383,7,0,504.0,594.0,594.0,1404,1969.0,0,16,176.0,5,IR1,0,20,83.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,183601.647387418
1806,4,1.5,45,2.0,780.0,6,7570,8,813,483.0,0.0,780.0,993,1964.0,0,55,420.0,5,Reg,0,60,76.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,185437.320523764
861,1,1.0,69,2.0,861.0,4,12342,4,0,539.0,262.0,599.0,861,1961.0,158,0,0.0,5,IR1,0,30,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,82500.0
1568,3,1.5,42,2.0,1568.0,5,9600,7,0,440.0,0.0,1568.0,1568,1967.0,160,40,0.0,5,Reg,0,20,80.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,176156.558313965
1328,3,1.5,59,1.0,768.0,5,6000,6,560,308.0,384.0,384.0,768,1950.0,0,12,0.0,7,Reg,0,50,50.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,169071.62025834
1200,3,6.0,22,0.0,1200.0,5,10800,5,0,0.0,1200.0,0.0,1200,1979.0,120,0,0.0,5,Reg,0,90,60.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,Duplex,1,2009-03-01,179000.0
1498,3,2.0,4,3.0,1498.0,8,11645,7,0,844.0,24.0,1474.0,1498,2005.0,144,98,76.0,5,Reg,0,20,78.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,180181.19673723
1874,3,2.5,9,2.0,1058.0,8,7500,7,816,588.0,0.0,1058.0,1058,2000.0,0,134,0.0,5,Reg,0,60,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,172023.677781517
1471,3,2.5,10,2.0,729.0,6,3230,6,729,440.0,381.0,348.0,742,1999.0,0,24,894.0,5,Reg,0,160,34.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,TwnhsE,0,2009-03-01,172500.0
876,3,1.0,50,1.0,876.0,4,6410,5,0,320.0,332.0,301.0,876,1959.0,0,0,0.0,5,Reg,0,20,64.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,169878.515981342
1560,3,2.5,4,2.0,684.0,6,11911,6,876,400.0,0.0,684.0,684,2005.0,100,38,0.0,5,IR2,0,60,122.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,174000.0
1779,3,2.5,11,2.0,866.0,7,10400,6,913,546.0,0.0,866.0,866,1998.0,198,36,0.0,5,Reg,0,60,80.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,197900.0
1180,2,1.5,39,2.0,1180.0,5,7830,6,0,477.0,0.0,1180.0,1180,1970.0,0,45,0.0,5,IR1,0,20,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,159397.250378784
1254,2,3.0,1,3.0,1254.0,8,10324,5,0,810.0,872.0,382.0,1254,2008.0,168,92,140.0,5,IR1,0,20,95.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,164305.538020654
1242,3,1.5,74,1.0,583.0,6,5707,6,595,180.0,0.0,583.0,647,1926.0,329,96,0.0,6,Reg,0,70,43.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,168494.985022146
1573,3,3.0,7,2.0,1573.0,7,9808,6,0,544.0,788.0,785.0,1573,2002.0,0,72,110.0,5,IR1,0,20,67.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,227000.0
1913,3,1.5,81,2.0,896.0,6,7558,9,741,342.0,0.0,896.0,1172,1929.0,0,0,0.0,6,Reg,0,50,57.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,177000.0
1481,3,2.5,15,2.0,702.0,6,8125,6,779,343.0,0.0,702.0,702,1994.0,0,36,0.0,5,Reg,0,60,65.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,174000.0
2674,2,4.5,2,3.0,2630.0,10,13693,8,0,762.0,2288.0,342.0,2674,2007.0,360,50,472.0,5,Reg,0,20,105.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,170935.85921771
768,2,2.0,37,2.0,768.0,5,8445,5,0,396.0,656.0,112.0,768,1988.0,58,0,0.0,7,Reg,0,85,70.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,133000.0
833,3,2.0,24,0.0,833.0,5,8780,5,0,0.0,625.0,208.0,833,1979.0,0,0,0.0,5,IR1,0,20,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0,2009-03-01,112000.0
810,1,1.0,99,1.0,0.0,2,21780,4,0,280.0,0.0,0.0,810,1975.0,119,24,0.0,4,Reg,0,30,109.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1,2009-03-01,173575.5052865
1135,3,2.0,73,2.0,560.0,7,7200,6,560,576.0,350.0,0.0,575,1971.0,256,0,0.0,9,Reg,0,70,60.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,155000.0
2007,3,3.5,1,3.0,1017.0,10,11003,10,981,812.0,765.0,252.0,1026,2008.0,168,52,160.0,5,Reg,0,60,85.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,310000.0
1470,3,2.5,16,2.0,680.0,6,9765,6,790,420.0,310.0,370.0,680,1993.0,232,63,68.0,8,IR2,0,60,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,185000.0
1661,3,3.5,13,2.0,799.0,7,10667,6,834,550.0,385.0,70.0,827,1996.0,158,61,0.0,6,IR2,0,60,43.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,212000.0
1411,3,2.0,32,2.0,1386.0,7,11900,6,0,544.0,822.0,564.0,1411,1977.0,192,0,209.0,5,Reg,0,20,85.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,82500.0
1314,2,3.0,2,2.0,1314.0,7,5063,6,0,626.0,904.0,410.0,1314,2008.0,172,62,166.0,5,Reg,0,120,34.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,Twnhs,1,2009-04-01,207500.0
1008,3,1.0,41,1.0,1008.0,5,12518,6,0,384.0,532.0,476.0,1008,1968.0,144,0,182.0,7,IR1,0,20,75.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,183004.186769318
1072,2,2.0,4,2.0,547.0,6,3675,5,0,525.0,547.0,0.0,1072,2005.0,0,28,80.0,5,Reg,0,180,35.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,TwnhsE,1,2009-04-01,152324.943593181
1045,3,2.0,46,1.0,1045.0,6,7936,6,0,264.0,826.0,219.0,1045,1963.0,0,0,0.0,6,Reg,0,20,80.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,173986.635055186
1691,2,2.0,42,2.0,1680.0,6,9900,5,0,550.0,1173.0,507.0,1691,1967.0,0,67,0.0,5,Reg,0,20,90.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,164575.982314367
1710,3,2.0,5,2.0,1710.0,7,12118,7,0,550.0,0.0,1710.0,1710,2004.0,100,48,108.0,5,IR1,180,20,43.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,240000.0
1218,3,1.5,2,2.0,1218.0,7,9605,6,0,576.0,0.0,1218.0,1218,2007.0,0,178,0.0,6,Reg,0,20,80.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,177271.291059307
2402,2,3.0,1,3.0,3094.0,10,15431,10,0,672.0,1767.0,788.0,2402,2008.0,0,72,200.0,5,Reg,170,20,105.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,555000.0
2646,4,3.5,16,3.0,1347.0,7,9900,9,1274,656.0,987.0,360.0,1372,1993.0,340,60,256.0,5,Reg,0,60,90.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,260000.0
1229,3,1.0,53,1.0,1134.0,4,17140,6,0,284.0,1059.0,75.0,1229,1956.0,0,0,0.0,6,Reg,0,20,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,135000.0
1334,2,2.5,32,2.0,1350.0,6,9650,6,0,630.0,686.0,664.0,1334,1977.0,0,16,360.0,5,Reg,0,20,80.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,167900.0
1142,2,1.0,51,1.0,160.0,6,9000,5,0,384.0,0.0,160.0,1142,1958.0,0,28,82.0,6,IR1,0,20,80.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,162804.747800461
1105,3,1.0,52,1.0,1105.0,6,10454,5,0,308.0,546.0,559.0,1105,1957.0,0,0,143.0,6,IR1,0,20,90.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,178942.155617426
1595,2,3.0,18,2.0,1582.0,5,11070,5,0,672.0,55.0,1527.0,1595,1991.0,0,0,0.0,5,Reg,0,20,82.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,166878.587182445
1982,3,3.5,23,2.0,572.0,6,13607,6,800,501.0,454.0,118.0,1182,1986.0,400,112,242.0,6,IR1,0,80,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,185147.380531144
768,2,1.5,37,1.0,768.0,5,7200,5,0,396.0,660.0,108.0,768,1974.0,192,0,0.0,8,Reg,0,85,60.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,133900.0
2122,4,3.5,13,2.0,913.0,7,11492,8,1209,559.0,637.0,276.0,913,1997.0,0,74,132.0,5,IR1,0,60,43.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,194260.859481297
2014,2,3.0,29,3.0,2014.0,8,15676,6,0,864.0,1733.0,189.0,2014,1980.0,462,0,115.0,8,IR1,0,20,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,175943.371816948
1601,3,2.0,31,2.0,1271.0,7,11880,7,0,478.0,704.0,567.0,1601,1978.0,0,0,206.0,5,IR1,0,20,82.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,157000.0
1632,4,1.5,40,2.0,784.0,5,10457,7,848,898.0,496.0,0.0,784,1969.0,0,173,178.0,7,IR1,0,60,70.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,192223.939790304
926,2,2.0,32,1.0,902.0,6,9750,5,0,351.0,767.0,135.0,926,1977.0,319,0,0.0,6,Reg,0,85,75.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,164280.776562049
1782,3,3.0,5,3.0,1782.0,8,16870,7,0,932.0,1531.0,251.0,1782,2004.0,99,82,238.0,5,IR1,0,20,129.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,191569.089663229
1632,3,3.0,51,1.0,1240.0,6,9600,6,0,338.0,620.0,0.0,1632,1958.0,289,0,183.0,6,Reg,0,20,80.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,139000.0
1052,3,1.5,42,1.0,1052.0,5,11625,6,0,668.0,527.0,525.0,1052,1984.0,0,215,172.0,6,Reg,0,20,75.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,181246.728523853
1838,3,3.0,2,2.0,1838.0,8,11422,7,0,524.0,1359.0,479.0,1838,2007.0,154,222,352.0,5,IR1,0,20,77.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,1,2009-04-01,180847.216739049
1728,3,2.5,5,2.0,864.0,7,9313,7,864,572.0,0.0,864.0,864,2004.0,187,56,0.0,5,IR1,0,60,65.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0,2009-04-01,190000.0
1456,3,2.5,31,2.0,855.0,6,2364,6,601,440.0,279.0,576.0,855,1978.0,147,0,0.0,5,Reg,0,160,24.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,TwnhsE,0,2009-04-01,163020.725375757
