GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag,SaleDate,SalePrice
879,2,1.0,70,1.0,830.0,5,5220,4,0,180.0,0.0,830.0,879,1936.0,0,108,0.0,3,IR1,0,30,50.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1,2006-01-01,154743.91606057
1024,3,1.5,41,1.0,1024.0,5,13052,5,0,308.0,712.0,312.0,1024,1965.0,0,0,0.0,6,IR1,0,20,68.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,0,2006-01-01,183433.472466085
2795,4,3.5,1,3.0,1390.0,9,15922,10,1405,660.0,0.0,1390.0,1390,2005.0,272,102,550.0,5,IR1,0,60,92.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1,2006-01-01,202357.62258493
1664,3,2.5,6,2.0,953.0,6,8121,7,711,460.0,0.0,953.0,953,2000.0,100,40,0.0,5,IR1,0,60,68.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,0,2006-01-01,172400.0
1707,2,2.5,25,2.0,1686.0,8,16669,6,0,511.0,0.0,1686.0,1707,1981.0,574,64,653.0,6,IR1,0,20,68.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,0,2006-01-01,228000.0
2097,1,2.5,1,3.0,2077.0,8,20896,8,0,1134.0,1721.0,356.0,2097,2005.0,192,267,0.0,5,IR2,0,20,49.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1,2006-01-01,423000.0
1214,3,1.0,91,3.0,672.0,3,10410,6,520,936.0,0.0,672.0,694,1998.0,216,0,0.0,4,Reg,0,50,60.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1,2006-01-01,105000.0
1541,3,2.0,5,3.0,1541.0,7,13704,6,0,843.0,0.0,1541.0,1541,2001.0,468,81,150.0,5,IR1,0,20,118.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1,2006-01-01,205000.0
1370,3,2.0,50,1.0,1058.0,5,10000,6,0,300.0,678.0,99.0,1370,1956.0,191,0,272.0,6,Reg,120,80,125.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,178531.911979192
1776,3,2.5,4,2.0,936.0,7,14006,7,840,474.0,0.0,936.0,936,2002.0,144,96,144.0,5,IR1,0,60,65.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,192500.0
1671,3,2.5,11,2.0,781.0,6,13041,7,890,423.0,0.0,781.0,781,1995.0,0,84,0.0,5,IR2,0,60,68.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,184516.716597846
864,3,1.5,44,1.0,864.0,5,7000,5,0,336.0,468.0,396.0,864,1962.0,0,0,0.0,6,Reg,0,20,70.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,172627.796932837
1671,4,2.0,77,2.0,1022.0,7,8170,7,549,451.0,526.0,496.0,1122,1963.0,0,0,270.0,7,IR1,0,50,81.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,188206.281858748
1717,2,1.5,66,1.0,901.0,5,12400,7,592,410.0,602.0,299.0,1125,1940.0,0,0,0.0,6,Reg,113,50,80.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,169979.323958443
2291,4,2.5,7,2.0,975.0,7,8738,8,1286,429.0,0.0,975.0,1005,1999.0,192,0,302.0,5,IR1,0,60,66.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,230000.0
1324,3,1.0,76,1.0,741.0,5,6120,7,583,180.0,0.0,741.0,741,1930.0,0,0,0.0,7,Reg,0,50,51.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,170895.923185907
498,1,1.0,84,1.0,498.0,2,8088,3,0,216.0,0.0,498.0,498,1922.0,0,0,0.0,3,Reg,0,30,60.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,148217.262540651
1552,3,3.5,31,2.0,713.0,6,11475,6,741,434.0,550.0,163.0,811,1975.0,209,208,0.0,6,Reg,0,60,85.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,179900.0
2183,4,2.5,18,3.0,1204.0,7,13837,9,806,786.0,1002.0,0.0,1377,1988.0,0,0,178.0,5,IR1,0,50,68.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,229000.0
2314,3,2.5,3,2.0,1150.0,7,11060,9,1150,502.0,0.0,1150.0,1164,2003.0,0,274,0.0,5,IR1,0,60,90.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,180618.032628904
1671,3,3.5,6,2.0,959.0,6,10852,7,712,472.0,786.0,173.0,959,2000.0,0,38,0.0,5,IR1,0,60,58.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,173000.0
1208,2,2.0,1,2.0,1208.0,7,7488,6,0,632.0,393.0,815.0,1208,2005.0,105,58,0.0,5,IR1,0,20,64.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,160312.319589212
1760,4,1.5,96,2.0,1077.0,4,10818,7,779,648.0,0.0,1077.0,981,1935.0,120,0,0.0,4,Reg,0,50,60.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,193417.64740633
1778,2,4.0,1,2.0,1573.0,8,5748,5,0,495.0,1573.0,0.0,1778,2005.0,123,53,473.0,5,IR1,153,120,41.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,TwnhsE,1,2006-02-01,156887.932862327
1654,3,3.0,4,3.0,1654.0,7,8125,6,0,900.0,986.0,668.0,1654,2002.0,0,136,295.0,5,Reg,0,20,68.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,230000.0
1915,3,3.5,14,2.0,908.0,8,10041,8,988,506.0,789.0,119.0,927,1992.0,120,150,0.0,5,IR1,0,60,80.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,220000.0
1914,3,3.5,2,3.0,1420.0,8,13215,9,488,746.0,994.0,426.0,1426,2004.0,168,127,112.0,5,IR1,0,60,68.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,184859.155270535
1716,3,2.5,1,2.0,858.0,6,8125,7,858,615.0,0.0,858.0,858,2005.0,0,53,0.0,5,Reg,0,60,65.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,174841.84007522
1717,3,2.0,91,3.0,756.0,7,9550,7,756,642.0,216.0,540.0,961,1998.0,0,35,0.0,5,IR1,0,70,60.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,140000.0
1456,3,2.5,1,2.0,728.0,6,10237,8,728,390.0,0.0,728.0,728,2005.0,0,24,0.0,5,Reg,0,60,65.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,178998.337067854
1976,3,3.5,8,3.0,1044.0,8,9660,7,897,885.0,791.0,253.0,1079,1998.0,210,31,242.0,5,IR1,0,60,84.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,0,2006-02-01,177862.778940605
1068,3,1.5,43,1.0,1059.0,6,8414,6,0,264.0,663.0,396.0,1068,1963.0,192,0,0.0,8,Reg,0,20,70.0,30.85894600589856,48130.0,6.25,3.0,2006,2,Q1,1Fam,1,2006-02-01,154500.0
2098,3,2.5,1,3.0,1030.0,8,10240,8,1060,878.0,0.0,1030.0,1038,2005.0,192,52,178.0,5,Reg,0,60,80.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,275500.0
1652,4,2.0,36,3.0,1652.0,5,11836,8,0,928.0,149.0,1503.0,1652,1970.0,0,0,0.0,5,IR1,0,90,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,Duplex,0,2006-03-01,196526.002998991
1664,4,2.5,30,2.0,832.0,7,10140,8,832,528.0,194.0,638.0,832,1976.0,0,28,0.0,5,Reg,259,60,78.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,162900.0
1025,3,2.0,44,0.0,1025.0,5,7000,6,0,0.0,953.0,72.0,1025,1979.0,96,80,0.0,5,Reg,0,190,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,2fmCon,0,2006-03-01,173732.689486435
1141,3,1.5,1,2.0,1141.0,6,13072,6,0,484.0,0.0,1141.0,1141,2005.0,0,0,0.0,5,Reg,0,20,63.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,142500.0
1096,3,2.0,37,1.0,1096.0,5,15870,6,0,299.0,75.0,230.0,1096,1969.0,240,32,0.0,5,IR1,0,20,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,138800.0
1376,2,1.0,101,1.0,738.0,3,7614,7,662,216.0,0.0,738.0,714,1930.0,0,0,0.0,5,Reg,225,70,42.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,161665.184974757
2855,4,3.5,6,3.0,1540.0,9,9233,9,1315,774.0,1182.0,358.0,1540,2000.0,247,55,877.0,5,IR1,0,60,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,191403.199177104
1251,3,2.0,42,1.0,1251.0,6,8800,6,0,461.0,553.0,698.0,1251,1964.0,0,116,425.0,6,Reg,0,20,80.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,160000.0
1337,2,3.0,8,2.0,1237.0,6,4500,5,0,405.0,1201.0,36.0,1337,1998.0,0,199,443.0,5,Reg,0,120,32.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,0,2006-03-01,153500.0
1150,3,1.0,64,1.0,799.0,5,6488,6,351,215.0,230.0,569.0,799,1942.0,264,0,0.0,5,Reg,0,50,62.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,172725.053851858
874,3,1.5,35,2.0,864.0,4,7200,5,0,576.0,20.0,224.0,874,1995.0,63,0,0.0,4,Reg,0,20,60.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,174126.297156192
2798,3,4.5,1,3.0,1398.0,9,16023,11,1384,670.0,1218.0,180.0,1414,2005.0,182,37,600.0,5,IR1,0,60,59.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,191490.299507521
984,3,1.0,76,1.0,984.0,6,7200,6,0,308.0,343.0,641.0,984,1930.0,0,0,0.0,6,Reg,0,30,60.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,174126.297156192
1565,2,3.0,1,2.0,1560.0,9,5911,6,0,556.0,472.0,1088.0,1565,2005.0,196,56,278.0,5,Reg,0,120,48.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,0,2006-03-01,158313.615666777
1057,3,1.5,51,1.0,1057.0,5,10519,6,0,288.0,0.0,1057.0,1057,1955.0,0,0,164.0,8,Reg,0,20,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,180658.216435809
1248,2,2.0,1,2.0,1248.0,7,3010,5,0,438.0,16.0,1232.0,1248,2005.0,108,0,16.0,5,Reg,0,120,43.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,1,2006-03-01,167240.0
1553,3,2.5,1,2.0,756.0,7,8125,6,797,615.0,0.0,756.0,756,2005.0,0,45,0.0,5,Reg,0,60,65.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,186500.0
1405,2,2.0,3,2.0,1405.0,7,3136,6,0,478.0,0.0,1405.0,1405,2003.0,148,36,163.0,5,IR1,0,120,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,0,2006-03-01,171750.0
1452,3,3.5,7,2.0,691.0,7,3735,6,739,506.0,450.0,241.0,713,1999.0,0,34,218.0,5,Reg,0,160,35.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,0,2006-03-01,183900.0
3112,4,3.5,88,2.0,1360.0,8,25419,8,1360,795.0,1036.0,140.0,1360,1918.0,0,16,0.0,4,Reg,0,75,174.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,235000.0
1221,4,2.0,82,1.0,784.0,5,9738,7,272,392.0,392.0,392.0,949,1965.0,0,0,0.0,7,Reg,0,50,60.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,104900.0
2028,2,3.0,1,3.0,1868.0,8,11443,7,0,880.0,1460.0,408.0,2028,2005.0,326,66,208.0,5,Reg,0,20,88.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,369900.0
1045,3,2.0,44,2.0,1045.0,7,7400,6,0,528.0,809.0,236.0,1045,1962.0,0,0,0.0,6,Reg,0,20,74.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,174519.904825949
2263,3,3.5,29,2.0,795.0,7,16659,9,795,539.0,795.0,0.0,1468,1977.0,0,250,34.0,7,IR1,0,60,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,235000.0
1051,3,2.0,40,1.0,1051.0,5,9759,6,0,264.0,799.0,252.0,1051,1966.0,182,88,0.0,5,IR1,0,20,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,179162.507290733
1851,3,2.0,37,2.0,1851.0,7,11727,8,0,506.0,0.0,1851.0,1851,1969.0,0,146,434.0,6,Reg,0,20,90.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,183035.606761141
1390,3,3.0,3,2.0,1390.0,7,8810,7,0,545.0,1000.0,390.0,1390,2003.0,0,68,0.0,5,Reg,0,20,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,177294.838897736
1650,2,2.0,48,2.0,1632.0,6,50102,6,0,518.0,909.0,723.0,1650,1958.0,0,0,0.0,5,IR1,138,20,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,245283.198337927
1144,3,2.0,47,1.0,1144.0,5,8163,6,0,796.0,748.0,102.0,1144,1959.0,86,0,128.0,6,Reg,0,80,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,143000.0
1850,3,3.0,2,3.0,1833.0,9,16033,8,0,772.0,1261.0,572.0,1850,2004.0,519,112,378.0,5,IR1,0,20,98.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,326000.0
936,2,1.0,52,1.0,936.0,5,9888,5,0,240.0,486.0,450.0,936,1954.0,0,0,0.0,6,Reg,0,20,82.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,166140.504179894
1364,3,1.5,49,1.0,1179.0,5,8400,6,0,331.0,623.0,556.0,1364,1957.0,0,60,0.0,5,Reg,0,20,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,176487.943174734
1211,2,1.0,44,2.0,864.0,5,9240,6,0,576.0,612.0,252.0,1211,1972.0,161,0,0.0,6,IR1,0,20,68.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,164865.215329881
1131,3,1.5,1,0.0,1131.0,6,13072,6,0,0.0,0.0,1131.0,1131,1979.0,0,39,0.0,5,Reg,0,20,63.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,185682.618340257
1095,2,2.0,48,1.0,588.0,6,10382,6,0,264.0,513.0,75.0,1095,1958.0,0,0,105.0,5,Reg,0,190,75.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,2fmCon,0,2006-03-01,140000.0
1200,4,1.0,83,1.0,1200.0,6,11340,7,0,312.0,0.0,1200.0,1200,1923.0,0,0,0.0,5,Reg,0,30,84.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,125000.0
641,2,1.0,81,1.0,641.0,4,7030,4,0,272.0,0.0,641.0,641,1925.0,184,0,0.0,6,Reg,0,30,50.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,160515.850579067
2230,5,2.0,94,1.0,795.0,4,6204,10,795,440.0,0.0,795.0,954,1997.0,0,188,0.0,5,Reg,0,75,60.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,118500.0
1003,3,2.0,22,2.0,1003.0,6,7937,6,0,588.0,819.0,184.0,1003,1984.0,120,0,0.0,6,IR1,0,80,37.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,142500.0
864,3,1.0,34,1.0,864.0,5,7200,5,0,297.0,437.0,427.0,864,1977.0,0,0,0.0,8,Reg,0,20,60.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,174126.297156192
1647,3,3.0,29,2.0,1430.0,5,12984,7,0,621.0,1283.0,0.0,1647,1977.0,0,0,459.0,6,Reg,0,20,80.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,217500.0
1614,3,2.0,1,2.0,1614.0,7,9316,7,0,576.0,56.0,1558.0,1614,2005.0,100,45,140.0,5,Reg,0,20,78.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,178290.666302221
1585,3,2.5,1,2.0,784.0,7,7632,7,754,449.0,0.0,784.0,831,2005.0,100,77,96.0,5,IR1,0,60,74.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,174976.489722867
1400,3,1.5,28,2.0,672.0,6,7844,6,728,440.0,209.0,463.0,672,1978.0,0,0,203.0,7,Reg,0,60,74.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,149500.0
1611,3,2.5,1,2.0,784.0,7,8400,6,827,572.0,0.0,784.0,784,2005.0,144,36,0.0,5,Reg,0,60,70.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0,2006-03-01,176487.943174734
1792,2,3.0,1,3.0,1792.0,9,13758,6,0,925.0,1232.0,560.0,1792,2005.0,204,49,430.0,5,IR1,0,20,121.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,173756.812589691
720,1,1.0,106,1.0,448.0,4,7008,5,272,280.0,0.0,448.0,448,1900.0,0,0,0.0,8,Reg,0,50,60.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,147196.673677562
1368,2,2.0,1,2.0,1368.0,7,6792,6,0,474.0,0.0,1368.0,1368,2005.0,132,35,94.0,5,IR1,0,120,40.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,1,2006-03-01,202665.0
693,2,1.0,65,0.0,693.0,4,4118,4,0,0.0,0.0,693.0,693,1979.0,0,20,0.0,4,IR1,0,30,153.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,52500.0
2462,4,3.5,1,2.0,1392.0,7,19378,9,1070,576.0,57.0,1335.0,1392,2006.0,239,132,456.0,5,IR1,0,60,134.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,1,2006-03-01,320000.0
1344,3,1.0,70,1.0,896.0,5,6240,7,448,240.0,0.0,896.0,896,1936.0,200,114,0.0,4,Reg,0,50,68.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1,2006-04-01,115000.0
2514,4,2.5,16,2.0,1216.0,7,11170,8,1216,693.0,1216.0,0.0,1298,1990.0,0,0,0.0,5,IR2,0,60,68.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1,2006-04-01,250000.0
1282,3,2.5,28,3.0,995.0,6,10385,6,0,672.0,595.0,0.0,1282,1989.0,386,0,123.0,6,IR1,0,80,42.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,181499.39185067
1440,2,4.0,13,4.0,1344.0,6,9069,8,0,920.0,261.0,0.0,1440,1993.0,288,0,0.0,8,Reg,0,90,73.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,Duplex,0,2006-04-01,165633.573325837
1488,3,1.0,54,2.0,0.0,5,12048,7,0,569.0,0.0,0.0,1488,2002.0,0,189,232.0,6,Reg,348,20,80.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1,2006-04-01,184772.239624699
1709,3,2.0,2,2.0,970.0,6,2522,7,739,380.0,0.0,970.0,970,2004.0,0,40,50.0,5,Reg,0,160,24.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,Twnhs,1,2006-04-01,130000.0
1124,3,1.0,52,0.0,0.0,5,8335,5,0,0.0,0.0,0.0,1124,1979.0,0,36,0.0,5,Reg,0,20,77.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,93000.0
1494,2,2.5,11,2.0,1494.0,8,9549,6,0,481.0,437.0,0.0,1494,1995.0,0,30,0.0,5,IR1,216,120,30.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,TwnhsE,1,2006-04-01,270000.0
1334,3,3.0,39,2.0,1334.0,7,10140,7,0,477.0,553.0,713.0,1334,1967.0,0,20,264.0,6,Reg,264,20,78.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,181017.222455218
1266,3,2.0,1,2.0,1257.0,7,7500,6,0,453.0,0.0,1257.0,1266,2005.0,38,144,0.0,5,Reg,0,20,62.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,176000.0
1055,2,3.0,30,1.0,1055.0,7,2280,4,0,319.0,120.0,443.0,1055,1976.0,0,29,0.0,7,Reg,0,120,24.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,Twnhs,0,2006-04-01,152272.560975937
912,3,1.0,42,0.0,912.0,5,8020,6,0,0.0,644.0,268.0,912,1979.0,0,0,0.0,6,IR1,0,20,68.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,176844.981155794
1488,3,2.5,42,2.0,1008.0,6,10368,7,0,430.0,260.0,0.0,1488,1964.0,154,60,112.0,6,IR1,0,20,68.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,181465.935198741
951,2,1.0,70,1.0,951.0,4,8765,6,0,327.0,285.0,666.0,951,1936.0,0,28,0.0,6,Reg,0,30,50.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1,2006-04-01,106500.0
2728,4,3.5,1,3.0,1848.0,9,20431,10,880,706.0,1410.0,438.0,1848,2006.0,0,0,870.0,5,IR2,0,60,56.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1,2006-04-01,437154.0
1382,3,3.5,6,2.0,673.0,7,2651,6,709,490.0,641.0,32.0,673,2000.0,153,50,0.0,5,Reg,0,160,68.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,Twnhs,0,2006-04-01,165000.0
1383,3,1.5,46,1.0,1383.0,6,11600,7,0,292.0,565.0,818.0,1383,1960.0,0,45,175.0,5,Reg,0,20,80.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,0,2006-04-01,145250.0
1595,3,2.0,91,2.0,663.0,6,7200,7,821,528.0,338.0,325.0,774,1974.0,49,0,0.0,8,Reg,0,70,60.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1,2006-04-01,175231.189709791
