SalePrice,GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag
159056.890245639,1069,2,2.5,31,2.0,1069.0,6,4043,4,0,440.0,727.0,186.0,1069,1975.0,0,55,0.0,5,Reg,225,120,53.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,TwnhsE,0
200443.7920562,2673,4,2.5,29,2.0,1043.0,7,12388,9,1134,441.0,602.0,441.0,1539,1980.0,178,84,229.0,7,IR1,0,60,68.0,26.11993393300743,50720.0,5.18,5.6,2009,8,Q3,1Fam,1
183000.0,1640,3,2.5,5,2.0,798.0,7,7226,6,842,595.0,0.0,798.0,798,2003.0,0,45,0.0,5,IR1,0,60,72.0,27.363846269205577,50140.0,6.37,3.7,2008,6,Q2,1Fam,0
154849.043268978,1576,2,3.0,4,3.0,1393.0,7,3940,7,0,668.0,1087.0,306.0,1576,2004.0,143,20,24.0,5,Reg,0,120,68.0,27.363846269205577,50140.0,6.05,3.0,2008,5,Q2,TwnhsE,0
183564.365159986,960,3,1.0,48,2.0,960.0,5,9750,5,0,624.0,0.0,960.0,960,2002.0,0,0,0.0,5,Reg,0,20,65.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
163500.0,1657,3,2.5,37,2.0,1657.0,6,12155,7,0,484.0,1237.0,420.0,1657,1970.0,0,0,0.0,3,IR3,147,20,68.0,29.102296283256685,48910.0,6.16,2.9,2007,3,Q1,1Fam,0
129500.0,2058,3,1.5,91,2.0,735.0,6,9600,8,924,396.0,319.0,416.0,1134,1950.0,0,0,0.0,5,Reg,0,75,60.0,27.363846269205577,50140.0,5.88,2.7,2008,4,Q2,1Fam,1
125000.0,1728,6,3.0,43,2.0,1728.0,5,9100,10,0,504.0,1332.0,396.0,1728,1963.0,0,0,336.0,5,Reg,0,90,70.0,30.85894600589856,48130.0,6.24,2.4,2006,11,Q4,Duplex,0
423000.0,2097,1,2.5,1,3.0,2077.0,8,20896,8,0,1134.0,1721.0,356.0,2097,2005.0,192,267,0.0,5,IR2,0,20,49.0,30.85894600589856,48130.0,6.135,3.1,2006,1,Q1,1Fam,1
176279.079637039,918,3,1.5,32,1.0,852.0,7,8750,4,0,360.0,224.0,98.0,918,1975.0,192,84,50.0,6,IR1,0,80,68.0,29.102296283256685,48910.0,6.16,2.9,2007,3,Q1,1Fam,0
166000.0,1385,4,2.0,58,2.0,910.0,5,8520,6,475,720.0,507.0,403.0,910,2000.0,0,0,0.0,4,Reg,0,50,71.0,25.221608273812684,49020.0,4.734999999999999,5.0,2010,6,Q2,1Fam,0
170643.303572141,936,2,2.0,40,1.0,936.0,5,9825,4,0,384.0,936.0,0.0,936,1967.0,405,0,162.0,5,Reg,0,85,75.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,0
556581.0,2868,4,3.5,1,3.0,1992.0,9,16056,11,876,716.0,240.0,1752.0,1992,2005.0,214,108,208.0,5,IR1,0,60,85.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,1
183467.176862723,1396,3,2.5,2,2.0,608.0,6,11069,6,788,440.0,0.0,608.0,608,2007.0,100,36,0.0,5,Reg,0,60,85.0,26.11993393300743,50720.0,5.2,5.6,2009,7,Q3,1Fam,0
215000.0,1602,3,2.5,32,2.0,1602.0,6,16635,8,0,529.0,1246.0,356.0,1602,1977.0,240,0,126.0,7,IR1,0,20,68.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,1
201912.270622883,2772,4,4.5,2,3.0,1776.0,9,14257,10,978,754.0,1360.0,416.0,1794,2007.0,135,64,726.0,5,Reg,0,60,110.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0
173257.637826205,1653,3,3.5,6,2.0,812.0,7,8127,6,841,628.0,410.0,402.0,812,2003.0,0,45,0.0,5,IR1,0,60,65.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0
175000.0,1768,3,2.5,70,1.0,731.0,5,7200,7,787,240.0,569.0,162.0,981,1939.0,0,0,252.0,7,Reg,0,50,60.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,1Fam,1
179731.198023759,1258,3,2.0,0,2.0,1246.0,7,7697,6,0,462.0,0.0,1246.0,1258,2007.0,0,0,0.0,6,Reg,0,20,64.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,0
137500.0,1054,3,2.0,47,2.0,936.0,6,8800,6,0,480.0,763.0,173.0,1054,1963.0,120,0,156.0,7,Reg,0,85,80.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,0
275000.0,1787,3,2.0,5,3.0,1753.0,8,14781,7,0,748.0,0.0,1753.0,1787,2001.0,198,150,178.0,5,IR2,0,20,68.0,30.85894600589856,48130.0,6.52,2.6,2006,8,Q3,1Fam,1
182427.481047359,1789,3,3.5,7,2.0,858.0,7,10646,7,917,546.0,681.0,177.0,872,2001.0,0,0,513.0,5,IR1,0,60,79.0,27.363846269205577,50140.0,6.37,3.7,2008,6,Q2,1Fam,0
142500.0,1003,3,2.0,22,2.0,1003.0,6,7937,6,0,588.0,819.0,184.0,1003,1984.0,120,0,0.0,6,IR1,0,80,37.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,1Fam,0
164990.0,1310,3,2.0,1,2.0,1310.0,7,8767,6,0,400.0,24.0,1286.0,1310,2005.0,0,0,0.0,5,IR1,0,20,65.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
85000.0,1526,2,1.0,94,0.0,1013.0,3,8470,6,0,0.0,0.0,1013.0,1013,1979.0,0,0,0.0,2,IR1,0,50,105.0,26.11993393300743,50720.0,4.94,4.4,2009,10,Q4,1Fam,1
184111.729429665,1200,3,2.5,41,2.0,1174.0,7,8800,6,0,440.0,654.0,520.0,1200,1966.0,0,0,202.0,6,Reg,0,20,80.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
186570.129421778,1200,3,2.0,53,1.0,1200.0,4,10400,6,0,294.0,155.0,295.0,1200,1956.0,0,189,0.0,5,Reg,0,20,80.0,26.11993393300743,50720.0,4.87,4.6,2009,11,Q4,1Fam,0
185807.928877601,1551,3,3.0,68,1.0,1058.0,5,10890,6,493,240.0,930.0,128.0,1058,1938.0,0,0,0.0,5,Reg,0,50,60.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,1
244000.0,2054,3,3.5,9,2.0,992.0,6,12224,7,1032,390.0,695.0,297.0,1022,2000.0,24,48,40.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,5.2,5.6,2009,7,Q3,1Fam,0
170000.0,1430,3,2.5,7,2.0,384.0,7,9967,8,656,400.0,0.0,384.0,774,2000.0,100,0,0.0,5,IR1,0,80,76.0,29.102296283256685,48910.0,6.125,3.0,2007,12,Q4,1Fam,0
180655.101535034,1323,3,1.0,60,2.0,780.0,5,9184,6,375,400.0,0.0,780.0,948,1948.0,0,0,0.0,7,Reg,0,50,57.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,1
127000.0,1285,2,2.0,60,1.0,672.0,5,8635,6,213,240.0,336.0,295.0,1072,1948.0,0,0,0.0,5,Reg,0,50,50.0,27.363846269205577,50140.0,5.69,3.3,2008,1,Q1,1Fam,1
193879.0,1294,2,2.0,0,2.0,1286.0,7,6762,6,0,662.0,0.0,1286.0,1294,2006.0,168,55,0.0,5,Reg,0,20,64.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
172410.28005086,1150,2,2.0,52,1.0,1078.0,5,9600,6,0,288.0,368.0,710.0,1150,1955.0,0,0,176.0,6,Reg,175,20,80.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
179194.066390078,1673,3,3.0,7,2.0,1673.0,7,11354,7,0,583.0,1412.0,261.0,1673,2000.0,306,113,0.0,5,Reg,116,20,68.0,29.102296283256685,48910.0,6.220000000000001,3.0,2007,1,Q1,1Fam,0
195000.0,1660,3,2.5,7,2.0,831.0,7,8935,7,829,493.0,0.0,831.0,831,2002.0,144,68,95.0,5,IR1,0,60,68.0,26.11993393300743,50720.0,5.2,5.6,2009,7,Q3,1Fam,0
320000.0,1698,3,3.0,2,3.0,1698.0,9,13286,8,0,768.0,1234.0,464.0,1698,2007.0,327,64,340.0,5,IR1,0,20,86.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1
119000.0,948,3,2.0,53,1.0,948.0,4,8190,5,0,280.0,732.0,216.0,948,1956.0,0,36,0.0,6,Reg,0,20,60.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
182829.898109257,2122,2,3.5,0,3.0,2108.0,8,14333,7,0,938.0,1518.0,590.0,2122,2007.0,130,142,0.0,5,Reg,0,20,110.0,29.102296283256685,48910.0,6.24,2.6,2007,11,Q4,1Fam,0
178534.950802179,1089,3,2.0,55,1.0,1089.0,5,7440,5,0,252.0,173.0,916.0,1089,1954.0,328,0,0.0,6,Reg,0,20,62.0,26.11993393300743,50720.0,5.055,4.7,2009,9,Q3,1Fam,0
148000.0,1113,3,2.5,31,1.0,1143.0,6,7917,6,0,504.0,751.0,392.0,1113,1987.0,370,30,174.0,7,IR1,0,20,68.0,29.102296283256685,48910.0,6.21,2.8,2007,5,Q2,1Fam,0
187948.65165563,1495,3,2.0,19,2.0,1495.0,6,12890,8,0,438.0,0.0,1495.0,1495,1989.0,252,0,128.0,5,IR1,0,20,75.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,0
191930.561104806,1540,4,2.0,52,1.0,1190.0,4,7150,7,500,352.0,150.0,1040.0,1040,2002.0,0,0,0.0,4,Reg,0,50,55.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,0
182164.26685407,1416,3,1.5,106,2.0,780.0,6,9600,7,476,400.0,381.0,399.0,940,1956.0,0,24,0.0,8,Reg,0,50,60.0,30.85894600589856,48130.0,6.67,3.1,2006,6,Q2,1Fam,1
159714.537012622,1073,2,3.0,2,1.0,1073.0,7,5500,4,0,246.0,510.0,190.0,1073,2004.0,0,120,0.0,5,Reg,0,20,50.0,30.85894600589856,48130.0,6.595,2.4,2006,5,Q2,1Fam,0
274300.0,2097,3,3.5,8,2.0,1108.0,7,9750,8,989,583.0,975.0,133.0,1108,1998.0,253,170,0.0,6,Reg,0,60,75.0,30.85894600589856,48130.0,6.67,3.1,2006,6,Q2,1Fam,0
183570.337896789,1879,3,3.5,16,2.0,1079.0,7,10560,8,800,473.0,474.0,605.0,1079,1993.0,400,100,0.0,5,Reg,0,60,85.0,26.11993393300743,50720.0,5.18,5.6,2009,8,Q3,1Fam,1
179591.789259484,1932,3,3.5,4,2.0,979.0,7,8749,7,940,610.0,654.0,325.0,992,2003.0,0,120,0.0,5,Reg,0,60,70.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,1Fam,0
135000.0,1229,3,1.0,53,1.0,1134.0,4,17140,6,0,284.0,1059.0,75.0,1229,1956.0,0,0,0.0,6,Reg,0,20,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0
177000.0,1913,3,1.5,81,2.0,896.0,6,7558,9,741,342.0,0.0,896.0,1172,1929.0,0,0,0.0,6,Reg,0,50,57.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1
111000.0,948,3,1.0,53,1.0,864.0,4,10215,5,0,248.0,492.0,372.0,948,1954.0,0,0,132.0,5,Reg,0,20,75.0,29.102296283256685,48910.0,6.29,3.0,2007,2,Q1,1Fam,0
198599.420028908,1480,4,2.0,56,1.0,1080.0,5,11100,7,400,253.0,1080.0,0.0,1080,1951.0,0,0,0.0,6,Reg,0,50,60.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1
259423.859147546,2486,5,2.0,44,2.0,1595.0,6,33120,8,875,576.0,0.0,1595.0,1611,1962.0,0,0,0.0,5,IR3,0,50,90.0,30.85894600589856,48130.0,6.365,2.4,2006,10,Q4,1Fam,0
178521.747964951,864,3,2.0,47,1.0,864.0,5,8100,5,0,420.0,764.0,100.0,864,1962.0,132,0,0.0,8,Reg,0,20,75.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,1
137000.0,860,2,2.0,27,2.0,840.0,5,8740,4,0,528.0,672.0,168.0,860,1996.0,0,0,0.0,6,IR1,0,85,74.0,26.11993393300743,50720.0,5.2,5.6,2009,7,Q3,1Fam,0
178628.665952764,2044,3,2.5,28,2.0,738.0,7,10400,7,767,489.0,0.0,738.0,1277,1980.0,28,73,280.0,6,Reg,0,60,80.0,27.363846269205577,50140.0,5.95,3.0,2008,3,Q1,1Fam,1
178298.214633119,1668,3,1.5,63,1.0,672.0,7,7425,8,473,252.0,0.0,672.0,1195,1945.0,210,0,0.0,7,IR1,0,50,68.0,27.363846269205577,50140.0,6.494999999999999,3.6,2008,8,Q3,1Fam,1
137402.569855589,630,1,2.0,36,0.0,630.0,4,1470,3,0,0.0,522.0,108.0,630,1979.0,0,0,0.0,6,Reg,0,180,21.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,Twnhs,0
61000.0,904,1,1.5,87,0.0,683.0,1,10020,4,0,0.0,350.0,333.0,904,1979.0,0,0,0.0,1,IR1,0,30,68.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,1
154650.199045978,1229,2,2.5,29,2.0,561.0,6,1488,5,668,462.0,471.0,90.0,561,1980.0,176,0,0.0,6,Reg,0,160,24.0,26.11993393300743,50720.0,4.94,4.4,2009,10,Q4,TwnhsE,1
207000.0,1358,2,3.0,4,2.0,1358.0,7,8198,6,0,484.0,720.0,638.0,1358,2004.0,192,30,146.0,5,Reg,0,120,59.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,TwnhsE,0
171226.050683054,1398,3,1.5,32,2.0,684.0,6,7200,6,714,440.0,288.0,396.0,684,1976.0,0,0,0.0,7,Reg,0,60,72.0,27.363846269205577,50140.0,5.88,3.1,2008,2,Q1,1Fam,1
184003.879764736,1964,3,3.5,3,3.0,1964.0,8,11447,7,0,892.0,1571.0,393.0,1964,2005.0,0,265,674.0,5,IR1,0,20,85.0,27.363846269205577,50140.0,6.37,3.7,2008,6,Q2,1Fam,1
180322.322067129,1916,3,3.5,12,3.0,1049.0,8,11050,8,880,741.0,615.0,434.0,1036,1998.0,0,70,0.0,5,Reg,0,60,85.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,1
140000.0,1601,3,1.5,50,1.0,533.0,5,13825,6,580,300.0,0.0,533.0,1021,1958.0,280,34,0.0,6,Reg,0,80,85.0,27.363846269205577,50140.0,5.19,3.8,2008,12,Q4,1Fam,1
182450.956536015,1312,3,1.5,59,2.0,784.0,6,7500,6,412,649.0,0.0,784.0,900,1953.0,0,28,0.0,6,Reg,0,50,50.0,30.85894600589856,48130.0,6.365,2.4,2006,10,Q4,1Fam,1
215785.540813051,2500,5,3.5,3,3.0,1168.0,8,13543,9,1332,683.0,16.0,1152.0,1168,2005.0,192,32,130.0,5,IR1,0,60,101.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,0
177668.192752792,1491,3,2.5,1,2.0,738.0,7,8333,7,753,484.0,0.0,738.0,738,2006.0,100,30,0.0,5,Reg,0,60,64.0,29.102296283256685,48910.0,6.21,2.8,2007,5,Q2,1Fam,0
157939.621592364,1382,1,2.0,58,1.0,0.0,4,11800,6,0,384.0,0.0,0.0,1382,1957.0,0,40,0.0,7,Reg,0,80,76.0,29.102296283256685,48910.0,6.21,2.8,2007,5,Q2,1Fam,1
228500.0,2169,3,2.5,5,2.0,1284.0,8,9375,7,885,647.0,0.0,1284.0,1284,2002.0,192,87,149.0,5,Reg,0,60,68.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,0
342643.0,2596,4,3.5,0,3.0,1249.0,9,16259,9,1347,840.0,0.0,1249.0,1249,2006.0,240,154,370.0,5,Reg,0,60,111.0,30.85894600589856,48130.0,6.415,2.6,2006,9,Q3,1Fam,0
183690.595995738,2432,4,5.0,25,2.0,1216.0,5,7700,10,1216,616.0,0.0,1216.0,1216,1985.0,200,0,0.0,2,Reg,0,90,70.0,25.221608273812684,49020.0,4.99,5.3,2010,2,Q1,Duplex,1
183189.685319552,1295,3,2.5,39,2.0,1295.0,6,11700,6,0,528.0,910.0,385.0,1295,1968.0,0,194,196.0,5,Reg,200,20,130.0,29.102296283256685,48910.0,6.17,2.8,2007,4,Q2,1Fam,0
186348.958436557,1570,3,2.0,50,2.0,1395.0,6,13200,5,0,441.0,958.0,437.0,1570,1958.0,490,0,187.0,6,IR1,0,20,90.0,27.363846269205577,50140.0,6.05,3.0,2008,5,Q2,1Fam,0
