SalePrice,GrLivArea,BedroomAbvGr,Bathrooms,PropertyAge,GarageCars,TotalBsmtSF,OverallQual,LotArea,TotRmsAbvGrd,2ndFlrSF,GarageArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,GarageYrBlt,WoodDeckSF,OpenPorchSF,MasVnrArea,OverallCond,LotShape,ScreenPorch,MSSubClass,LotFrontage,CrimeRate,MedianIncome,InterestRate,UnemploymentRate,YrSold,MoSold,QrtSold,BldgType,RenovationFlag
127000.0,955,3,2.0,41,1.0,955.0,5,7742,6,0,386.0,763.0,192.0,955,1966.0,0,0,0.0,7,Reg,0,20,66.0,29.102296283256685,48910.0,6.220000000000001,3.0,2007,1,Q1,1Fam,0
177000.0,1470,3,2.5,10,2.0,794.0,6,13869,6,676,388.0,182.0,612.0,794,1997.0,0,75,0.0,6,IR2,0,60,68.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0
114500.0,1176,3,1.0,72,2.0,816.0,6,6240,6,0,528.0,0.0,816.0,816,1985.0,112,0,0.0,6,Reg,0,50,52.0,30.85894600589856,48130.0,6.415,2.6,2006,9,Q3,1Fam,1
110000.0,816,2,2.0,47,2.0,816.0,5,8472,5,0,516.0,104.0,0.0,816,1963.0,106,0,0.0,5,IR2,0,90,110.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,Duplex,0
385000.0,1842,0,2.5,25,3.0,1842.0,9,50271,5,0,894.0,1810.0,32.0,1842,1981.0,857,72,0.0,5,IR1,0,20,68.0,30.85894600589856,48130.0,6.24,2.4,2006,11,Q4,1Fam,1
130000.0,1360,3,1.0,52,2.0,384.0,5,7134,6,0,572.0,384.0,0.0,1360,1962.0,0,50,0.0,5,Reg,0,80,60.0,29.102296283256685,48910.0,6.29,3.0,2007,2,Q1,1Fam,0
180500.0,1425,3,2.0,44,2.0,1425.0,6,10175,7,0,576.0,490.0,935.0,1425,1964.0,0,0,272.0,5,IR1,0,20,100.0,27.363846269205577,50140.0,6.37,3.6,2008,7,Q3,1Fam,0
172500.0,1739,3,3.5,10,2.0,970.0,8,2645,7,756,480.0,649.0,321.0,983,1999.0,115,0,456.0,5,Reg,0,160,24.0,26.11993393300743,50720.0,5.18,5.6,2009,8,Q3,Twnhs,1
196500.0,1720,3,2.5,2,2.0,860.0,7,11645,7,860,565.0,0.0,860.0,860,2004.0,0,70,0.0,5,IR1,0,60,89.0,30.85894600589856,48130.0,6.52,2.6,2006,8,Q3,1Fam,0
438780.0,2945,3,3.5,0,3.0,1410.0,10,13682,10,1519,641.0,0.0,1410.0,1426,2006.0,192,0,1031.0,5,IR2,0,60,66.0,30.85894600589856,48130.0,6.365,2.4,2006,10,Q4,1Fam,0
124900.0,780,2,1.0,36,1.0,780.0,5,7200,4,0,352.0,632.0,148.0,780,1973.0,196,0,0.0,7,Reg,0,20,60.0,27.363846269205577,50140.0,5.69,3.3,2008,1,Q1,1Fam,0
158000.0,1158,3,2.5,2,2.0,1158.0,6,13072,5,0,576.0,941.0,217.0,1158,2006.0,0,50,0.0,5,Reg,0,20,63.0,30.85894600589856,48130.0,6.595,2.4,2006,5,Q2,1Fam,0
101000.0,1111,3,1.0,87,1.0,530.0,5,7200,6,530,288.0,0.0,530.0,581,1935.0,0,0,0.0,7,Reg,0,75,60.0,29.102296283256685,48910.0,6.16,2.9,2007,3,Q1,1Fam,1
202500.0,1370,2,2.0,1,2.0,1370.0,8,6442,6,0,484.0,24.0,1346.0,1370,2006.0,120,49,178.0,5,IR1,0,120,44.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,TwnhsE,0
140000.0,1710,3,2.0,89,2.0,576.0,7,10300,9,808,480.0,0.0,576.0,902,1990.0,12,11,0.0,6,IR1,0,70,50.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,1Fam,1
219500.0,2034,3,3.5,12,2.0,1057.0,7,9375,8,977,645.0,739.0,318.0,1057,1998.0,576,36,573.0,5,Reg,0,60,68.0,26.11993393300743,50720.0,5.115,5.1,2009,2,Q1,1Fam,1
317000.0,2473,4,2.5,3,3.0,1143.0,8,9591,9,1330,852.0,0.0,1143.0,1143,2004.0,192,151,344.0,5,Reg,0,60,76.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,1
180000.0,2207,3,3.0,40,2.0,1947.0,7,19900,7,0,576.0,912.0,1035.0,2207,1970.0,301,0,287.0,5,Reg,0,20,68.0,25.221608273812684,49020.0,4.57,4.7,2010,7,Q3,1Fam,1
226000.0,1479,3,3.0,4,2.0,1453.0,7,10665,7,0,558.0,1013.0,440.0,1479,2003.0,144,29,167.0,5,IR1,0,20,72.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,1Fam,0
80000.0,747,2,1.0,65,1.0,747.0,4,4608,4,0,220.0,0.0,747.0,747,1945.0,0,0,0.0,6,Reg,0,30,47.0,25.221608273812684,49020.0,4.734999999999999,5.0,2010,6,Q2,1Fam,1
225000.0,2287,3,2.0,53,2.0,1304.0,7,15593,7,983,667.0,603.0,701.0,1304,1953.0,0,21,0.0,4,Reg,0,50,81.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
244000.0,2223,3,3.0,34,2.0,2223.0,7,13651,8,0,516.0,1880.0,343.0,2223,1973.0,300,0,1115.0,6,IR1,0,20,95.0,29.102296283256685,48910.0,6.29,3.0,2007,2,Q1,1Fam,0
129500.0,845,2,2.0,25,2.0,845.0,4,7599,4,0,360.0,565.0,280.0,845,1987.0,0,0,0.0,6,Reg,0,20,69.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,1Fam,1
185000.0,1718,3,2.5,11,2.0,832.0,7,10141,7,833,427.0,0.0,832.0,885,1998.0,0,94,40.0,5,IR1,291,60,74.0,26.11993393300743,50720.0,4.94,5.1,2009,12,Q4,1Fam,0
144900.0,1086,3,2.0,56,2.0,1086.0,5,10200,6,0,490.0,320.0,404.0,1086,1989.0,0,0,104.0,7,Reg,0,20,85.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,1
107400.0,1605,3,2.0,95,1.0,840.0,3,5790,8,765,379.0,0.0,840.0,840,1915.0,0,0,0.0,6,Reg,0,50,60.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,1
91000.0,988,2,2.0,36,1.0,462.0,4,1596,5,462,297.0,462.0,0.0,526,1973.0,120,101,0.0,5,Reg,0,180,21.0,26.11993393300743,50720.0,4.87,4.6,2009,11,Q4,Twnhs,0
135750.0,952,2,1.0,52,1.0,952.0,4,8475,4,0,283.0,228.0,724.0,952,1956.0,0,0,0.0,7,IR1,0,20,68.0,27.363846269205577,50140.0,5.88,2.7,2008,4,Q2,1Fam,0
127000.0,1285,2,2.0,60,1.0,672.0,5,8635,6,213,240.0,336.0,295.0,1072,1948.0,0,0,0.0,5,Reg,0,50,50.0,27.363846269205577,50140.0,5.69,3.3,2008,1,Q1,1Fam,1
136500.0,1768,4,2.0,42,0.0,1768.0,4,10778,8,0,0.0,0.0,1768.0,1768,1979.0,0,0,0.0,5,Reg,0,90,72.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,Duplex,0
110000.0,1230,2,1.5,99,2.0,440.0,5,10440,5,548,440.0,0.0,440.0,682,1966.0,74,0,0.0,6,Reg,0,50,60.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1
193500.0,2142,4,2.5,41,1.0,896.0,6,13000,8,960,509.0,448.0,448.0,1182,1968.0,0,72,576.0,6,Reg,252,60,100.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,1Fam,0
153500.0,1337,2,3.0,8,2.0,1237.0,6,4500,5,0,405.0,1201.0,36.0,1337,1998.0,0,199,443.0,5,Reg,0,120,32.0,30.85894600589856,48130.0,6.34,2.7,2006,3,Q1,TwnhsE,0
245000.0,1563,3,2.0,1,3.0,1563.0,8,10206,6,0,758.0,33.0,1530.0,1563,2007.0,144,99,468.0,5,Reg,0,20,78.0,27.363846269205577,50140.0,6.1,2.9,2008,10,Q4,1Fam,0
126500.0,1065,3,1.5,47,2.0,1065.0,5,8892,6,0,461.0,0.0,1065.0,1065,1974.0,74,0,66.0,5,IR1,0,20,80.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,0
168500.0,1474,3,2.5,14,2.0,384.0,7,8530,7,670,400.0,0.0,384.0,804,1995.0,120,72,22.0,5,IR1,0,80,68.0,26.11993393300743,50720.0,4.85,5.0,2009,5,Q2,1Fam,1
260000.0,2417,4,2.5,15,2.0,1288.0,8,16059,9,1116,462.0,0.0,1288.0,1301,1991.0,127,82,284.0,5,Reg,0,60,121.0,30.85894600589856,48130.0,6.51,2.4,2006,4,Q2,1Fam,1
174000.0,1560,3,2.5,4,2.0,684.0,6,11911,6,876,400.0,0.0,684.0,684,2005.0,100,38,0.0,5,IR2,0,60,122.0,26.11993393300743,50720.0,5.005000000000001,5.2,2009,3,Q1,1Fam,0
164500.0,1224,2,2.5,0,2.0,612.0,6,3951,4,612,528.0,0.0,612.0,612,2009.0,0,234,76.0,5,Reg,0,160,40.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,TwnhsE,0
85000.0,1526,2,1.0,94,0.0,1013.0,3,8470,6,0,0.0,0.0,1013.0,1013,1979.0,0,0,0.0,2,IR1,0,50,105.0,26.11993393300743,50720.0,4.94,4.4,2009,10,Q4,1Fam,1
123600.0,990,3,2.0,13,0.0,990.0,4,8070,5,0,0.0,588.0,402.0,990,1979.0,0,0,0.0,5,Reg,0,20,60.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,1
109900.0,1040,2,1.0,56,2.0,0.0,4,7200,4,0,420.0,0.0,0.0,1040,1950.0,0,29,0.0,5,Reg,0,20,60.0,30.85894600589856,48130.0,6.765000000000001,2.8,2006,7,Q3,1Fam,0
98600.0,1235,2,1.0,45,2.0,1235.0,5,8500,6,0,480.0,600.0,635.0,1235,1961.0,0,0,203.0,3,Reg,0,20,85.0,30.85894600589856,48130.0,6.125,2.5,2006,12,Q4,1Fam,0
163500.0,964,2,2.0,88,2.0,876.0,5,13360,5,0,432.0,713.0,163.0,964,1921.0,0,0,0.0,7,IR1,0,30,80.0,26.11993393300743,50720.0,5.18,5.6,2009,8,Q3,1Fam,1
133900.0,2291,4,2.5,97,2.0,1214.0,6,7200,9,1031,506.0,1046.0,168.0,1260,1900.0,0,0,0.0,6,Reg,99,190,60.0,29.102296283256685,48910.0,6.24,2.6,2007,11,Q4,2fmCon,1
204750.0,1786,3,3.5,10,2.0,824.0,6,9337,7,881,684.0,648.0,176.0,905,1997.0,0,162,0.0,5,IR1,0,60,69.0,29.102296283256685,48910.0,6.21,2.8,2007,5,Q2,1Fam,0
185000.0,1470,3,2.5,16,2.0,680.0,6,9765,6,790,420.0,310.0,370.0,680,1993.0,232,63,68.0,8,IR2,0,60,68.0,26.11993393300743,50720.0,4.8,4.9,2009,4,Q2,1Fam,0
214000.0,1588,3,2.0,7,2.0,1588.0,7,10264,6,0,472.0,1162.0,426.0,1588,1999.0,158,29,183.0,5,IR1,0,20,78.0,30.85894600589856,48130.0,6.52,2.6,2006,8,Q3,1Fam,0
94750.0,960,3,2.0,42,1.0,960.0,4,10921,6,0,432.0,520.0,440.0,960,1965.0,120,0,48.0,5,Reg,0,20,73.0,29.102296283256685,48910.0,6.21,2.8,2007,5,Q2,1Fam,0
83000.0,835,2,1.0,90,1.0,458.0,5,10625,5,0,366.0,108.0,350.0,835,1920.0,0,0,0.0,5,Reg,0,30,85.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,1
128950.0,1225,3,2.5,51,0.0,950.0,4,9320,6,0,0.0,569.0,381.0,1225,1979.0,352,0,0.0,5,IR1,0,20,77.0,25.221608273812684,49020.0,5.025,5.5,2010,1,Q1,1Fam,0
205000.0,1610,3,3.0,33,2.0,1610.0,6,10603,6,0,480.0,1200.0,410.0,1610,1977.0,168,68,28.0,7,IR1,0,20,68.0,25.221608273812684,49020.0,4.99,5.3,2010,2,Q1,1Fam,1
178000.0,1732,3,2.5,25,2.0,741.0,6,9206,7,755,476.0,0.0,741.0,977,1985.0,192,46,336.0,5,Reg,0,60,77.0,25.221608273812684,49020.0,4.734999999999999,5.0,2010,6,Q2,1Fam,0
118964.0,1535,4,2.0,30,2.0,0.0,5,7018,8,0,410.0,0.0,0.0,1535,1979.0,0,0,0.0,5,Reg,0,90,64.0,26.11993393300743,50720.0,5.4,6.0,2009,6,Q2,Duplex,0
198900.0,1226,3,2.0,1,3.0,1226.0,7,10402,6,0,740.0,0.0,1226.0,1226,2009.0,0,36,0.0,5,IR1,0,20,94.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,0
169500.0,1818,4,1.5,76,1.0,1040.0,7,7758,7,592,240.0,224.0,816.0,1226,1951.0,0,0,600.0,4,Reg,184,50,68.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,1Fam,1
250000.0,1992,3,2.5,5,2.0,1053.0,8,9375,9,939,648.0,0.0,1053.0,1053,2003.0,140,45,768.0,5,Reg,0,60,75.0,27.363846269205577,50140.0,6.494999999999999,3.6,2008,8,Q3,1Fam,1
100000.0,1047,2,1.0,122,1.0,641.0,4,10800,6,0,273.0,0.0,641.0,1047,1954.0,0,0,0.0,7,Reg,0,30,60.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,1
115000.0,789,2,1.0,60,1.0,789.0,5,6000,5,0,250.0,104.0,516.0,789,1948.0,0,0,0.0,5,Reg,0,20,50.0,27.363846269205577,50140.0,5.88,2.7,2008,4,Q2,1Fam,1
115000.0,1517,3,2.0,88,0.0,793.0,5,8500,7,520,0.0,0.0,793.0,997,1979.0,0,0,0.0,7,Reg,0,50,85.0,29.102296283256685,48910.0,6.59,3.0,2007,8,Q3,1Fam,1
190000.0,1844,3,2.0,33,2.0,1844.0,6,11751,7,0,546.0,705.0,1139.0,1844,1977.0,0,122,480.0,6,IR1,0,20,105.0,25.221608273812684,49020.0,5.025,5.5,2010,1,Q1,1Fam,0
136900.0,1855,4,2.0,52,1.0,994.0,6,9525,7,639,325.0,444.0,550.0,1216,1954.0,182,0,0.0,4,Reg,0,50,75.0,30.85894600589856,48130.0,6.365,2.4,2006,10,Q4,1Fam,1
180000.0,1430,3,2.5,10,2.0,384.0,7,7750,7,656,400.0,250.0,134.0,774,2000.0,180,0,0.0,5,IR1,0,80,68.0,25.221608273812684,49020.0,5.07,4.3,2010,4,Q2,1Fam,0
383970.0,2696,4,3.5,0,3.0,1264.0,7,9965,10,1414,792.0,984.0,280.0,1282,2007.0,120,184,220.0,5,Reg,168,60,77.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
217000.0,2259,3,3.0,54,2.0,1809.0,6,21000,7,0,450.0,35.0,905.0,2259,1953.0,166,120,184.0,5,Reg,0,20,68.0,29.102296283256685,48910.0,6.385,2.6,2007,10,Q4,1Fam,0
259500.0,2320,3,3.5,62,1.0,1028.0,6,7259,9,884,180.0,774.0,104.0,1436,1945.0,224,0,0.0,8,IR1,0,70,61.0,29.102296283256685,48910.0,6.710000000000001,3.0,2007,7,Q3,1Fam,1
176000.0,1458,2,2.5,8,2.0,729.0,6,3230,5,729,440.0,419.0,310.0,729,1999.0,0,32,1129.0,5,Reg,0,160,34.0,29.102296283256685,48910.0,6.68,3.4,2007,6,Q2,TwnhsE,0
139000.0,1092,3,1.5,47,1.0,1092.0,5,11616,6,0,288.0,170.0,252.0,1092,1962.0,0,20,116.0,5,Reg,0,20,68.0,26.11993393300743,50720.0,5.055,4.7,2009,9,Q3,1Fam,0
155000.0,1125,2,1.5,1,2.0,1125.0,5,8536,5,0,430.0,0.0,1125.0,1125,2007.0,80,64,0.0,5,Reg,0,20,74.0,29.102296283256685,48910.0,6.17,2.8,2007,4,Q2,1Fam,1
320000.0,3222,5,4.0,20,3.0,1673.0,7,12376,11,1523,594.0,1470.0,203.0,1699,1990.0,367,0,0.0,5,Reg,0,60,90.0,25.221608273812684,49020.0,4.885,4.3,2010,5,Q2,1Fam,0
