SalePrice,BedroomAbvGr,Bathrooms,PropertyAge,OverallQual,LotArea,TotRmsAbvGrd,ScreenPorch,YrSold,MoSold,QrtSold
190000.0,2,2.0,54,5,10708,7,142,2009,11,Q4
325624.0,3,2.5,0,8,10562,8,0,2007,11,Q4
183500.0,3,2.5,3,7,8244,7,0,2007,5,Q2
228000.0,2,2.5,25,8,16669,6,0,2006,1,Q1
128500.0,2,1.5,66,5,12358,7,0,2007,5,Q2
215000.0,3,2.0,50,6,31770,7,0,2010,5,Q2
239000.0,2,3.0,19,7,5306,5,0,2006,6,Q2
163000.0,3,2.5,47,6,10197,6,0,2008,6,Q2
184000.0,3,3.0,22,6,12416,7,0,2008,11,Q4
243000.0,4,3.0,57,6,12615,7,0,2007,6,Q2
211000.0,4,3.0,19,6,10029,8,192,2007,9,Q3
172500.0,4,3.0,48,5,13650,8,0,2006,7,Q3
501837.0,1,3.0,1,9,17423,9,0,2009,7,Q3
100000.0,2,1.0,84,5,8520,5,0,2007,7,Q3
177000.0,3,2.5,7,6,2117,5,0,2007,6,Q2
200100.0,4,1.5,86,7,7588,9,0,2006,7,Q3
120000.0,3,1.0,50,5,9060,7,0,2007,6,Q2
200000.0,3,2.5,5,7,11426,6,0,2008,6,Q2
127000.0,3,1.0,98,5,7438,5,0,2006,6,Q2
475000.0,4,2.5,114,10,22950,12,410,2006,6,Q2
173000.0,3,3.0,19,7,9947,6,0,2009,6,Q2
135000.0,3,2.5,93,5,10410,8,0,2009,8,Q3
153337.0,2,3.0,30,5,7018,6,0,2009,6,Q2
286000.0,0,2.5,7,8,4923,5,224,2008,8,Q3
315000.0,3,2.5,75,8,10570,10,0,2007,12,Q4
184000.0,4,2.5,35,7,7472,7,0,2007,6,Q2
192000.0,3,3.0,10,7,9017,6,0,2009,9,Q3
130000.0,3,2.0,2,7,2522,7,0,2006,5,Q2
127000.0,3,1.0,36,5,7180,5,0,2008,5,Q2
148500.0,3,2.5,33,6,2280,7,0,2009,7,Q3
311872.0,3,3.0,0,7,9416,8,266,2007,9,Q3
235000.0,4,3.5,88,8,25419,8,0,2006,3,Q1
104000.0,5,1.0,97,6,5520,8,0,2009,7,Q3
274900.0,3,3.0,5,8,9591,7,170,2009,1,Q1
140000.0,2,2.0,7,4,8546,5,0,2010,3,Q1
171500.0,3,2.5,31,6,10125,6,0,2008,2,Q1
112000.0,2,2.0,82,6,7000,6,0,2006,5,Q2
149000.0,1,2.0,4,6,4438,3,0,2008,1,Q1
110000.0,2,1.5,62,5,3500,5,0,2009,4,Q2
180500.0,3,2.0,19,7,11851,5,0,2009,5,Q2
143900.0,3,1.5,45,5,13673,8,0,2007,3,Q1
141000.0,3,2.0,48,4,12493,6,0,2008,4,Q2
277000.0,3,3.5,19,7,14364,7,154,2007,4,Q2
145000.0,3,2.0,44,6,8250,6,0,2008,7,Q3
98000.0,2,2.0,83,5,5604,5,0,2008,4,Q2
186000.0,3,2.0,1,6,10420,6,0,2010,3,Q1
252678.0,3,3.5,0,7,8640,7,0,2009,7,Q3
156000.0,3,1.5,11,5,13568,5,0,2006,7,Q3
161750.0,3,1.5,33,6,10900,6,0,2010,3,Q1
134450.0,2,1.5,49,5,10011,6,0,2006,5,Q2
210000.0,3,3.0,4,7,8450,8,0,2008,4,Q2
107000.0,3,1.0,81,4,9906,8,0,2006,9,Q3
311500.0,3,2.0,69,7,15660,8,0,2008,5,Q2
167240.0,2,2.0,1,7,3010,5,0,2006,3,Q1
204900.0,2,2.0,0,7,8990,5,0,2006,4,Q2
200000.0,4,2.5,7,6,8068,8,0,2009,12,Q4
179900.0,3,3.5,31,6,11475,6,0,2006,2,Q1
97000.0,2,1.0,38,4,10500,4,0,2009,3,Q1
386250.0,3,2.0,6,10,13472,8,0,2009,6,Q2
112000.0,3,2.5,38,5,1680,6,0,2009,5,Q2
290000.0,4,2.5,12,7,9950,9,0,2007,6,Q2
106000.0,2,1.5,38,6,1869,5,0,2008,9,Q3
125000.0,3,1.0,43,5,8521,5,0,2010,5,Q2
192500.0,2,2.0,4,7,3182,7,0,2009,5,Q2
148000.0,3,2.0,51,6,8760,6,0,2010,4,Q2
403000.0,4,3.5,14,8,15138,9,0,2009,7,Q3
94500.0,2,1.5,34,6,1680,5,0,2006,6,Q2
128200.0,3,2.0,34,5,10650,5,0,2010,2,Q1
216500.0,4,3.5,8,6,7851,8,0,2010,5,Q2
89500.0,2,1.5,37,6,1680,5,0,2008,8,Q3
185500.0,3,2.0,6,7,8773,6,0,2010,5,Q2
194500.0,3,2.5,17,7,9453,7,0,2010,2,Q1
318000.0,3,2.0,0,8,12030,7,0,2007,12,Q4
113000.0,3,1.5,65,6,8741,7,0,2010,4,Q2
262500.0,3,3.0,2,8,9000,7,0,2010,4,Q2
110500.0,2,1.0,62,5,3880,4,0,2007,8,Q3
79000.0,3,1.0,106,5,5000,6,0,2006,4,Q2
120000.0,3,1.5,29,6,10762,6,0,2009,4,Q2
205000.0,3,3.5,16,7,8880,8,0,2010,5,Q2
241500.0,3,2.5,18,7,10400,6,0,2006,6,Q2
137000.0,4,2.0,96,6,9142,9,0,2006,4,Q2
140000.0,2,1.0,52,6,11310,5,0,2006,6,Q2
180000.0,3,2.5,4,7,11317,8,0,2007,9,Q3
277000.0,4,2.5,49,6,159000,7,0,2007,6,Q2
76500.0,3,1.0,70,3,5350,6,0,2010,5,Q2
235000.0,2,3.5,1,8,4750,5,153,2007,12,Q4
173000.0,3,2.5,4,6,8366,6,0,2008,12,Q4
158000.0,3,2.5,43,6,9350,7,0,2007,10,Q4
145000.0,3,2.0,53,5,8400,5,0,2010,6,Q2
230000.0,4,2.5,7,7,8738,8,0,2006,2,Q1
207500.0,3,2.5,5,6,8791,7,0,2008,5,Q2
220000.0,3,3.5,3,7,8814,8,0,2009,3,Q1
231500.0,3,2.5,7,7,12435,7,0,2008,5,Q2
97000.0,2,1.0,52,5,12702,4,0,2008,12,Q4
176000.0,3,2.0,47,6,19296,6,0,2009,5,Q2
276000.0,3,2.5,0,8,9588,10,0,2007,11,Q4
151000.0,3,2.0,29,6,8471,6,0,2006,7,Q3
130000.0,3,2.0,81,5,5500,6,0,2010,4,Q2
73000.0,2,1.0,83,5,5232,4,0,2008,6,Q2
175500.0,3,2.0,27,6,12090,7,0,2008,6,Q2
185000.0,3,3.5,9,6,11207,8,0,2006,6,Q2
179500.0,4,2.5,69,5,8400,8,0,2008,7,Q3
120500.0,2,1.0,68,5,6900,4,0,2008,2,Q1
148000.0,3,2.5,31,6,7917,6,0,2007,5,Q2
266000.0,3,2.5,0,8,10728,8,0,2006,8,Q3
241500.0,2,2.0,54,7,39104,5,0,2008,4,Q2
290000.0,4,2.5,11,8,11764,9,0,2010,4,Q2
139000.0,3,3.0,51,6,9600,6,0,2009,4,Q2
124500.0,2,1.0,25,5,8314,5,0,2007,6,Q2
205000.0,3,2.5,84,7,7264,5,144,2009,10,Q4
201000.0,3,2.0,7,7,9196,7,0,2010,4,Q2
141000.0,2,1.0,59,4,19138,4,0,2010,6,Q2
415298.0,3,2.5,1,9,14450,8,142,2007,5,Q2
192000.0,4,2.5,31,7,10005,8,0,2008,3,Q1
228500.0,3,2.5,18,7,11287,7,0,2007,1,Q1
185000.0,2,2.0,0,6,7200,5,0,2006,5,Q2
207500.0,2,3.0,2,7,5063,6,0,2009,4,Q2
244600.0,3,2.0,1,8,9612,6,0,2009,12,Q4
179200.0,2,3.0,15,6,8012,5,0,2007,7,Q3
164700.0,2,2.5,1,7,4251,5,0,2007,6,Q2
159000.0,3,1.5,44,6,9786,7,128,2006,6,Q2
88000.0,3,1.0,35,4,8125,5,0,2006,6,Q2
122000.0,3,1.0,43,5,9819,5,0,2010,2,Q1
153575.0,3,1.0,92,6,8730,7,259,2007,7,Q3
233230.0,3,2.5,0,8,15611,8,0,2006,7,Q3
135900.0,6,3.0,96,5,5687,9,0,2008,3,Q1
131000.0,3,1.5,60,5,11409,8,160,2009,1,Q1
235000.0,3,3.5,29,7,16659,9,0,2006,3,Q1
167000.0,3,2.0,56,6,9600,7,0,2009,10,Q4
142500.0,3,2.0,22,6,7937,6,0,2006,3,Q1
152000.0,4,1.5,57,5,13710,6,0,2007,6,Q2
239000.0,3,2.5,10,7,7399,7,198,2007,6,Q2
175000.0,3,2.5,39,6,11700,7,0,2007,6,Q2
158500.0,3,1.5,59,6,14000,6,0,2009,8,Q3
157000.0,2,2.0,53,5,15750,5,0,2006,6,Q2
267000.0,4,2.5,9,8,16226,9,0,2007,5,Q2
205000.0,3,2.0,5,7,13704,6,0,2006,1,Q1
149900.0,3,2.0,34,5,9800,5,0,2006,7,Q3
295000.0,3,3.0,128,7,18386,10,0,2008,5,Q2
305900.0,3,3.0,3,8,10386,8,0,2007,7,Q3
225000.0,4,3.5,17,7,13474,8,0,2007,6,Q2
89500.0,3,1.0,88,6,7920,6,0,2008,3,Q1
82500.0,1,1.0,69,4,12342,4,0,2009,3,Q1
360000.0,3,3.0,3,9,12378,8,0,2006,11,Q4
165600.0,3,2.5,13,6,7685,6,0,2006,5,Q2
132000.0,2,2.0,61,6,8000,5,0,2009,5,Q2
119900.0,3,2.0,67,5,7800,5,271,2006,5,Q2
375000.0,3,4.0,44,7,215245,8,0,2009,6,Q2
178000.0,3,2.0,81,7,9600,6,0,2006,8,Q3
188500.0,3,3.5,5,7,7795,6,0,2009,7,Q3
260000.0,4,3.5,29,7,13005,10,0,2009,8,Q3
270000.0,3,2.5,1,8,9000,8,0,2007,12,Q4
260000.0,4,3.5,16,7,9900,9,0,2009,4,Q2
187500.0,3,3.0,29,7,14115,6,0,2009,6,Q2
342643.0,4,3.5,0,9,16259,9,0,2006,9,Q3
354000.0,4,3.5,3,8,12099,10,0,2007,6,Q2
301000.0,4,3.5,21,7,10380,8,0,2007,8,Q3
126175.0,3,2.0,51,3,5820,6,0,2006,7,Q3
242000.0,5,2.5,43,7,11275,11,0,2010,6,Q2
87000.0,2,1.0,66,5,5000,5,0,2007,12,Q4
324000.0,1,3.5,15,8,10846,6,0,2008,5,Q2
145250.0,3,1.5,46,6,11600,7,0,2006,4,Q2
214500.0,5,2.0,93,6,11888,10,0,2009,7,Q3
78000.0,3,1.0,89,5,6402,6,0,2009,7,Q3
119000.0,6,2.5,43,5,10624,10,0,2007,11,Q4
139000.0,3,2.0,49,5,8176,6,0,2007,8,Q3
284000.0,3,3.0,6,8,10655,7,0,2009,10,Q4
207000.0,2,3.0,4,7,8198,6,0,2008,7,Q3
192000.0,3,3.5,10,6,9042,7,0,2008,7,Q3
228950.0,3,4.0,43,5,164660,7,0,2008,8,Q3
377426.0,3,3.0,2,9,14157,8,0,2007,7,Q3
214000.0,3,3.0,6,7,9135,7,0,2008,12,Q4
202500.0,3,3.0,22,7,14145,8,0,2006,5,Q2
155000.0,3,1.0,51,6,12400,6,234,2009,6,Q2
202900.0,4,2.5,8,8,14191,9,0,2010,4,Q2
82000.0,2,1.0,59,4,8400,4,0,2009,9,Q3
87500.0,2,2.0,57,3,8544,6,0,2006,5,Q2
266000.0,2,2.0,3,9,8849,6,0,2008,7,Q3
85000.0,3,1.5,34,5,2592,4,0,2010,4,Q2
140200.0,3,1.0,67,6,6435,6,0,2006,10,Q4
151500.0,2,1.0,47,6,12772,5,0,2007,4,Q2
157500.0,3,3.0,49,6,17600,6,0,2009,12,Q4
154000.0,2,3.5,5,7,2448,6,0,2008,10,Q4
437154.0,4,3.5,1,9,20431,10,0,2006,4,Q2
318061.0,2,2.0,0,9,7820,6,0,2007,12,Q4
190000.0,2,2.5,20,7,5271,6,184,2006,12,Q4
95000.0,3,1.5,67,5,9084,5,0,2008,3,Q1
105900.0,2,1.0,82,6,8520,5,0,2010,5,Q2
140000.0,2,1.0,66,6,8400,6,0,2006,6,Q2
177500.0,3,3.0,12,6,11249,6,0,2007,8,Q3
173000.0,3,3.0,17,6,9248,6,0,2009,7,Q3
134000.0,3,2.5,31,5,4224,6,0,2007,8,Q3
130000.0,3,1.5,48,5,6930,6,0,2006,7,Q3
280000.0,3,3.5,8,8,12011,7,374,2006,6,Q2
156000.0,2,2.0,29,6,7540,5,192,2007,6,Q2
145000.0,3,2.0,68,5,9144,8,0,2008,7,Q3
198500.0,4,3.0,6,7,7301,7,0,2009,7,Q3
118000.0,2,1.5,37,6,1680,5,0,2009,5,Q2
190000.0,3,3.5,30,6,18800,6,0,2006,7,Q3
147000.0,3,1.0,89,5,10690,6,0,2009,7,Q3
159000.0,3,2.5,46,6,9500,6,185,2009,7,Q3
165000.0,3,1.5,46,6,9150,6,0,2008,12,Q4
132000.0,2,1.0,56,5,7800,7,0,2010,3,Q1
162000.0,3,2.0,51,5,9830,7,182,2010,3,Q1
172400.0,3,2.5,6,6,8121,7,0,2006,1,Q1
134432.0,4,2.0,49,4,17120,7,0,2008,7,Q3
125000.0,2,2.0,26,6,7175,4,90,2010,2,Q1
123000.0,3,2.0,56,5,10634,5,0,2009,11,Q4
219500.0,4,2.5,4,7,8200,8,0,2007,7,Q3
61000.0,1,1.5,87,1,10020,4,0,2009,3,Q1
148000.0,2,1.0,10,5,8846,5,0,2006,7,Q3
340000.0,4,3.0,3,8,11143,8,0,2007,12,Q4
394432.0,1,2.5,0,9,11394,8,0,2010,6,Q2
179000.0,3,2.5,9,6,8123,7,0,2009,6,Q2
127000.0,3,2.0,86,5,5000,6,0,2010,5,Q2
187750.0,2,3.0,0,7,7200,5,0,2006,8,Q3
213500.0,3,2.5,1,7,9245,8,0,2007,4,Q2
76000.0,2,1.0,81,6,9000,5,0,2009,10,Q4
240000.0,3,3.5,15,6,53107,9,0,2007,6,Q2
192000.0,2,2.0,6,8,3182,6,144,2010,4,Q2
81000.0,5,1.0,96,5,8410,8,0,2006,5,Q2
125000.0,3,2.0,33,6,7200,6,0,2009,10,Q4
191000.0,3,2.0,9,7,9382,6,0,2008,7,Q3
426000.0,3,3.5,1,10,12474,9,0,2008,8,Q3
119000.0,4,2.0,108,5,8405,7,0,2008,4,Q2
215000.0,3,3.5,8,6,12209,7,0,2009,6,Q2
106500.0,3,1.0,48,5,8339,5,0,2007,7,Q3
100000.0,2,1.0,65,4,7446,4,0,2006,4,Q2
109000.0,2,1.0,67,5,10134,5,0,2007,7,Q3
129000.0,3,2.0,54,5,9571,6,0,2010,6,Q2
123000.0,2,1.0,37,5,7200,6,0,2009,9,Q3
169500.0,4,2.0,45,5,7590,8,0,2007,7,Q3
67000.0,2,1.0,87,5,8967,6,0,2007,11,Q4
241000.0,2,3.0,3,7,8125,7,0,2009,10,Q4
245500.0,1,2.5,12,8,14963,4,224,2008,12,Q4
164990.0,3,2.0,1,7,8767,6,0,2006,7,Q3
108000.0,2,1.0,68,5,10200,4,0,2008,8,Q3
258000.0,4,2.5,8,8,12090,10,0,2006,7,Q3
168000.0,3,2.5,12,6,10364,7,0,2007,5,Q2
150000.0,3,3.0,33,4,9991,8,0,2009,6,Q2
115000.0,3,1.0,72,6,10480,6,0,2008,3,Q1
177000.0,4,2.0,93,6,15576,8,0,2008,3,Q1
280000.0,3,2.5,1,7,14154,9,0,2007,8,Q3
339750.0,3,3.5,1,8,10800,8,0,2008,4,Q2
60000.0,3,1.0,51,5,9571,5,0,2009,6,Q2
145000.0,3,2.0,51,5,34650,5,0,2006,1,Q1
222000.0,2,3.5,1,7,4403,7,0,2010,6,Q2
115000.0,2,1.0,83,5,8960,5,0,2010,3,Q1
228000.0,3,3.0,15,7,11228,9,0,2008,12,Q4
181134.0,3,2.0,0,7,8899,6,0,2007,8,Q3
149500.0,3,1.5,28,6,7844,6,0,2006,3,Q1
239000.0,4,3.5,89,6,22420,10,0,2007,11,Q4
126000.0,3,2.5,67,5,8160,7,0,2007,4,Q2
142000.0,3,2.0,42,5,8450,6,0,2010,7,Q3
206300.0,2,4.0,11,7,7060,8,0,2008,11,Q4
215000.0,3,2.5,32,6,16635,8,0,2009,6,Q2
113000.0,2,1.0,54,5,21750,4,0,2008,2,Q1
315000.0,4,3.5,10,8,9200,8,0,2008,6,Q2
139000.0,2,2.0,52,6,9000,6,0,2008,5,Q2
135000.0,3,1.5,63,7,3378,6,0,2009,9,Q3
275000.0,2,3.5,20,7,12800,5,396,2009,8,Q3
109008.0,3,1.0,51,4,8593,5,0,2008,7,Q3
195400.0,2,3.0,0,7,6762,6,0,2007,9,Q3
175000.0,3,3.0,21,6,11457,6,0,2009,3,Q1
85400.0,2,1.5,37,6,1680,4,0,2008,7,Q3
79900.0,4,1.0,88,6,5586,7,0,2008,9,Q3
122500.0,2,2.5,36,5,1920,6,0,2007,8,Q3
181000.0,3,2.5,11,6,10839,7,0,2008,7,Q3
81000.0,1,2.0,36,4,1890,3,0,2008,6,Q2
212000.0,3,3.5,13,7,10667,6,0,2009,4,Q2
116000.0,2,1.0,86,6,4400,6,0,2006,10,Q4
119000.0,2,1.0,83,6,6000,4,0,2009,1,Q1
90350.0,2,1.0,94,5,4280,4,0,2007,3,Q1
110000.0,3,1.0,89,6,12354,7,0,2009,8,Q3
555000.0,2,3.0,1,10,15431,10,170,2009,4,Q2
118000.0,4,2.0,53,4,12108,8,0,2008,9,Q3
162900.0,3,2.0,78,5,6240,8,0,2008,6,Q2
172500.0,2,2.0,1,7,3922,6,0,2007,6,Q2
210000.0,4,3.5,14,7,8750,8,0,2008,7,Q3
127500.0,3,1.0,53,6,9855,7,0,2009,11,Q4
